Referee,date,location,Winner,title_bout,weight_class,Genre,R_fighter,B_fighter,R_age,B_age,ID_peleas,Year
Anders Ohlsson,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Light heavyweight,Male,Jimmy Crute,Modestas Bukauskas,24.0,26.0,212,2020
Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Lightweight,Male,Mateusz Gamrot,Guram Kutateladze,29.0,28.0,213,2020
Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Middleweight,Male,Junyong Park,John Phillips,29.0,35.0,214,2020
Anders Ohlsson,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Peso_Pactado,Women,Gillian Robertson,Poliana Botelho,25.0,31.0,215,2020
Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Welterweight,Male,Claudio Silva,James Krause,38.0,34.0,216,2020
Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Featherweight,Male,Brian Ortega,Chan Sung Jung,29.0,33.0,217,2020
Anders Ohlsson,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Error,Male,Gadzhimurad Antigulov,Maxim Grishin,33.0,36.0,218,2020
Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Bantamweight,Male,Said Nurmagomedov,Mark Striegl,28.0,32.0,219,2020
Lukasz Bosacki,2020-10-17,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Lightweight,Male,Jamie Mullarkey,Fares Ziam,26.0,23.0,220,2020
Marc Goddard,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Bantamweight,Male,Marlon Moraes,Cory Sandhagen,32.0,28.0,221,2020
Lukasz Bosacki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Middleweight,Male,Tom Breese,KB Bhullar,29.0,28.0,222,2020
Marc Goddard,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Error,Male,Chris Daukaus,Rodrigo Nascimento,31.0,27.0,223,2020
Kevin Sataki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Middleweight,Male,Markus Perez,Dricus Du Plessis,32.0,26.0,224,2020
Marc Goddard,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Peso_Pactado,Male,Ben Rothwell,Marcin Tybura,38.0,34.0,225,2020
Kevin Sataki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Featherweight,Male,Youssef Zalal,Ilia Topuria,24.0,23.0,226,2020
Lukasz Bosacki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Peso_Pactado,Male,Tom Aspinall,Alan Baudot,27.0,32.0,227,2020
Kevin Sataki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Featherweight,Male,Edson Barboza,Makwan Amirkhani,34.0,31.0,228,2020
Kevin Sataki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Middleweight,Male,Impa Kasanganay,Joaquin Buckley,26.0,26.0,229,2020
Marc Goddard,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Featherweight,Male,Giga Chikadze,Omar Morales,32.0,34.0,230,2020
Lukasz Bosacki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Bantamweight,Male,Ali AlQaisi,Tony Kelley,30.0,33.0,231,2020
Kevin Sataki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Bantamweight,Women,Tracy Cortez,Stephanie Egger,26.0,32.0,232,2020
Lukasz Bosacki,2020-10-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Peso_Pactado,Male,Bruno Silva,Tagir Ulanbekov,31.0,29.0,233,2020
Marc Goddard,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Welterweight,Male,Carlos Condit,Court McGee,36.0,35.0,234,2020
Jason Herzog,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Peso_Pactado,Male,Dequan Townsend,Dusko Todorovic,34.0,26.0,235,2020
Jason Herzog,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Draw,0,Error,Male,Charles Jourdain,Josh Culibao,24.0,26.0,236,2020
No especificado,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Bantamweight,Women,Germaine de Randamie,Julianna Pena,36.0,31.0,237,2020
Marc Goddard,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Bantamweight,Male,Kyler Phillips,Cameron Else,25.0,33.0,238,2020
Marc Goddard,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Bantamweight,Women,Holly Holm,Irene Aldana,38.0,32.0,239,2020
Kevin Sataki,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Error,Male,Yorgan De Castro,Carlos Felipe,33.0,25.0,240,2020
Kevin Sataki,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Middleweight,Male,Jordan Williams,Nassourdine Imavov,29.0,25.0,241,2020
Marc Goddard,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Strawweight,Women,Loma Lookboonmee,Jinh Yu Frey,24.0,35.0,242,2020
Kevin Sataki,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Error,Male,Casey Kenney,Heili Alateng,29.0,28.0,243,2020
Jason Herzog,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Peso_Pactado,Male,Luigi Vendramini,Jessin Ayari,24.0,28.0,244,2020
Jason Herzog,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Bantamweight,Women,Ketlen Vieira,Sijara Eubanks,29.0,35.0,245,2020
Jason Herzog,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,1,Middleweight,Male,Israel Adesanya,Paulo Costa,31.0,29.0,246,2020
Lukasz Bosacki,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Flyweight,Male,Kai Kara-France,Brandon Royval,27.0,28.0,247,2020
Kevin Sataki,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Error,Male,Shane Young,Ludovit Klein,27.0,25.0,248,2020
Jason Herzog,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Welterweight,Male,Diego Sanchez,Jake Matthews,38.0,26.0,249,2020
Lukasz Bosacki,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Lightweight,Male,Brad Riddell,Alex Da Silva,28.0,24.0,250,2020
Kevin Sataki,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,1,Light heavyweight,Male,Dominick Reyes,Jan Blachowicz,30.0,37.0,251,2020
Kevin Sataki,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Featherweight,Male,Hakeem Dawodu,Zubaira Tukhugov,29.0,29.0,252,2020
Lukasz Bosacki,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Light heavyweight,Male,William Knight,Aleksa Camur,32.0,25.0,253,2020
Jason Herzog,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Light heavyweight,Male,Khadis Ibragimov,Danilo Marques,25.0,34.0,254,2020
Kevin Sataki,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Heavyweight,Male,Juan Espino,Jeff Hughes,39.0,32.0,255,2020
Dan Miragliotta,2020-09-19,"Las Vegas, Nevada, USA",Red,0,Light heavyweight,Male,Johnny Walker,Ryan Spann,28.0,29.0,256,2020
Dan Miragliotta,2020-09-19,"Las Vegas, Nevada, USA",Blue,0,Featherweight,Male,Mirsad Bektic,Damon Jackson,29.0,32.0,257,2020
Dan Miragliotta,2020-09-19,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Colby Covington,Tyron Woodley,32.0,38.0,258,2020
Jason Herzog,2020-09-19,"Las Vegas, Nevada, USA",Red,0,Strawweight,Women,Mackenzie Dern,Randa Markos,27.0,35.0,259,2020
Jason Herzog,2020-09-19,"Las Vegas, Nevada, USA",Blue,0,Flyweight,Male,Jordan Espinosa,David Dvorak,30.0,28.0,260,2020
Mark Smith,2020-09-19,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Kevin Holland,Darren Stewart,27.0,29.0,261,2020
Mark Smith,2020-09-19,"Las Vegas, Nevada, USA",Red,0,Error,Male,Khamzat Chimaev,Gerald Meerschaert,26.0,32.0,262,2020
Jason Herzog,2020-09-19,"Las Vegas, Nevada, USA",Draw,0,Error,Male,Donald Cerrone,Niko Price,37.0,30.0,263,2020
Chris Tognoni,2020-09-19,"Las Vegas, Nevada, USA",Red,0,Error,Women,Jessica-Rose Clark,Sarah Alpar,32.0,29.0,264,2020
Dan Miragliotta,2020-09-19,"Las Vegas, Nevada, USA",Red,0,Featherweight,Male,Darrick Minner,TJ Laramie,30.0,22.0,265,2020
Mark Smith,2020-09-19,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,Male,Journey Newson,Randy Costa,31.0,26.0,266,2020
Jason Herzog,2020-09-19,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Women,Mayra Bueno Silva,Mara Romero Borella,29.0,34.0,267,2020
Chris Tognoni,2020-09-19,"Las Vegas, Nevada, USA",Red,0,Bantamweight,Male,Andre Ewell,Irwin Rivera,32.0,31.0,268,2020
Chris Tognoni,2020-09-19,"Las Vegas, Nevada, USA",Red,0,Error,Male,Tyson Nam,Jerome Rivera,36.0,25.0,269,2020
Herb Dean,2020-09-12,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Bobby Green,Alan Patrick,34.0,37.0,270,2020
Chris Tognoni,2020-09-12,"Las Vegas, Nevada, USA",Draw,0,Lightweight,Male,Roosevelt Roberts,Kevin Croom,26.0,33.0,271,2020
Marc Goddard,2020-09-12,"Las Vegas, Nevada, USA",Red,0,Error,Male,Billy Quarantillo,Kyle Nelson,31.0,29.0,272,2020
Mark Smith,2020-09-12,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,Women,Julia Avila,Sijara Eubanks,32.0,35.0,273,2020
Marc Goddard,2020-09-12,"Las Vegas, Nevada, USA",Red,0,Strawweight,Women,Michelle Waterson,Angela Hill,34.0,35.0,274,2020
Mark Smith,2020-09-12,"Las Vegas, Nevada, USA",Red,0,Flyweight,Women,Roxanne Modafferi,Andrea Lee,37.0,31.0,275,2020
Chris Tognoni,2020-09-12,"Las Vegas, Nevada, USA",Red,0,Light heavyweight,Male,Ed Herman,Mike Rodriguez,39.0,31.0,276,2020
Herb Dean,2020-09-12,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Ottman Azaitar,Khama Worthy,30.0,33.0,277,2020
Mark Smith,2020-09-12,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Alexandr Romanov,Roque Martinez,29.0,34.0,278,2020
Herb Dean,2020-09-12,"Las Vegas, Nevada, USA",Blue,0,Lightweight,Male,Brok Weaver,Jalin Turner,28.0,25.0,279,2020
Chris Tognoni,2020-09-12,"Las Vegas, Nevada, USA",Red,0,Error,Male,Bryan Barberena,Anthony Ivy,31.0,30.0,280,2020
Marc Goddard,2020-09-12,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Women,Sabina Mazo,Justine Kish,23.0,32.0,281,2020
Jason Herzog,2020-09-05,"Las Vegas, Nevada, USA",Red,0,Light heavyweight,Male,Ovince Saint Preux,Alonzo Menifield,37.0,32.0,282,2020
Herb Dean,2020-09-05,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Brian Kelleher,Ray Rodriguez,34.0,32.0,283,2020
Chris Tognoni,2020-09-05,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Michel Pereira,Zelim Imadaev,26.0,25.0,284,2020
Jason Herzog,2020-09-05,"Las Vegas, Nevada, USA",Red,0,Flyweight,Women,Viviane Araujo,Montana De La Rosa,33.0,25.0,285,2020
Mark Smith,2020-09-05,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Andre Muniz,Bartosz Fabinski,30.0,34.0,286,2020
Mark Smith,2020-09-05,"Las Vegas, Nevada, USA",Blue,0,Error,Male,Cole Smith,Hunter Azure,31.0,28.0,287,2020
Herb Dean,2020-09-05,"Las Vegas, Nevada, USA",Red,0,Heavyweight,Male,Alistair Overeem,Augusto Sakai,40.0,29.0,288,2020
Mark Smith,2020-08-29,"Las Vegas, Nevada, USA",Blue,0,Middleweight,Male,Alessio Di Chirico,Zak Cummings,30.0,36.0,289,2020
Herb Dean,2020-08-29,"Las Vegas, Nevada, USA",Blue,0,Light heavyweight,Male,Anthony Smith,Aleksandar Rakic,32.0,28.0,290,2020
Mark Smith,2020-08-29,"Las Vegas, Nevada, USA",Red,0,Featherweight,Male,Ricardo Lamas,Bill Algeo,38.0,31.0,291,2020
Jason Herzog,2020-08-29,"Las Vegas, Nevada, USA",Blue,0,Welterweight,Male,Robbie Lawler,Neil Magny,38.0,33.0,292,2020
Chris Tognoni,2020-08-29,"Las Vegas, Nevada, USA",Blue,0,Flyweight,Women,Ji Yeon Kim,Alexa Grasso,30.0,27.0,293,2020
Chris Tognoni,2020-08-29,"Las Vegas, Nevada, USA",Red,0,Featherweight,Male,Alex Caceres,Austin Springer,32.0,33.0,294,2020
Jason Herzog,2020-08-29,"Las Vegas, Nevada, USA",Blue,0,Middleweight,Male,Maki Pitolo,Impa Kasanganay,29.0,26.0,295,2020
Herb Dean,2020-08-29,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Sean Brady,Christian Aguilera,27.0,28.0,296,2020
Chris Tognoni,2020-08-29,"Las Vegas, Nevada, USA",Red,0,Strawweight,Women,Mallory Martin,Hannah Cifers,26.0,28.0,297,2020
Jason Herzog,2020-08-29,"Las Vegas, Nevada, USA",Red,0,Strawweight,Women,Polyana Viana,Emily Whitmire,28.0,29.0,298,2020
Jason Herzog,2020-08-22,"Las Vegas, Nevada, USA",Blue,0,Peso_Pactado,Male,Ike Villanueva,Jordan Wright,36.0,28.0,299,2020
Mark Smith,2020-08-22,"Las Vegas, Nevada, USA",Blue,0,Welterweight,Male,Carlton Minus,Matthew Semelsberger,27.0,27.0,300,2020
Chris Tognoni,2020-08-22,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Daniel Rodriguez,Dwight Grant,33.0,35.0,301,2020
Jason Herzog,2020-08-22,"Las Vegas, Nevada, USA",Blue,0,Light heavyweight,Male,Marcin Prachnio,Mike Rodriguez,32.0,31.0,302,2020
Jason Herzog,2020-08-22,"Las Vegas, Nevada, USA",Red,0,Error,Women,Amanda Lemos,Inoue Mizuki,33.0,26.0,303,2020
No especificado,2020-08-22,"Las Vegas, Nevada, USA",Blue,0,Flyweight,Women,Mariya Agapova,Shana Dobson,23.0,31.0,304,2020
Herb Dean,2020-08-22,"Las Vegas, Nevada, USA",Blue,0,Lightweight,Male,Austin Hubbard,Joe Solecki,28.0,26.0,305,2020
Herb Dean,2020-08-22,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,Male,Pedro Munhoz,Frankie Edgar,33.0,38.0,306,2020
Chris Tognoni,2020-08-22,"Las Vegas, Nevada, USA",Draw,0,Error,Male,Timur Valiev,Trevin Jones,30.0,30.0,307,2020
Dan Miragliotta,2020-08-15,"Las Vegas, Nevada, USA",Blue,0,Error,Male,Junior Dos Santos,Jairzinho Rozenstruik,36.0,32.0,308,2020
Mark Smith,2020-08-15,"Las Vegas, Nevada, USA",Blue,0,Featherweight,Male,Herbert Burns,Daniel Pineda,32.0,35.0,309,2020
Marc Goddard,2020-08-15,"Las Vegas, Nevada, USA",Blue,0,Strawweight,Women,Felice Herrig,Virna Jandiroba,35.0,32.0,310,2020
Herb Dean,2020-08-15,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,Male,Sean O'Malley,Marlon Vera,25.0,27.0,311,2020
Chris Tognoni,2020-08-15,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,Male,John Dodson,Merab Dvalishvili,35.0,29.0,312,2020
Marc Goddard,2020-08-15,"Las Vegas, Nevada, USA",Red,1,Error,Male,Stipe Miocic,Daniel Cormier,37.0,41.0,313,2020
Dan Miragliotta,2020-08-15,"Las Vegas, Nevada, USA",Blue,0,Featherweight,Male,TJ Brown,Danny Chavez,30.0,33.0,314,2020
Herb Dean,2020-08-15,"Las Vegas, Nevada, USA",Blue,0,Lightweight,Male,Jim Miller,Vinc Pichel,36.0,37.0,315,2020
Herb Dean,2020-08-15,"Las Vegas, Nevada, USA",Red,0,Error,Male,Chris Daukaus,Parker Porter,30.0,35.0,316,2020
Chris Tognoni,2020-08-15,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Kai Kamaka,Tony Kelley,25.0,33.0,317,2020
Mark Smith,2020-08-15,"Las Vegas, Nevada, USA",Blue,0,Strawweight,Women,Ashley Yoder,Livinha Souza,32.0,29.0,318,2020
Jason Herzog,2020-08-08,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Tim Means,Laureano Staropoli,36.0,27.0,319,2020
Mark Smith,2020-08-08,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Kevin Holland,Joaquin Buckley,27.0,26.0,320,2020
Chris Tognoni,2020-08-08,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Nasrat Haqparast,Alexander Munoz,24.0,30.0,321,2020
Herb Dean,2020-08-08,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Derrick Lewis,Aleksei Oleinik,35.0,43.0,322,2020
Mark Smith,2020-08-08,"Las Vegas, Nevada, USA",Red,0,Bantamweight,Women,Yana Kunitskaya,Julija Stoliarenko,30.0,27.0,323,2020
Herb Dean,2020-08-08,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Beneil Dariush,Scott Holtzman,31.0,36.0,324,2020
Chris Tognoni,2020-08-08,"Las Vegas, Nevada, USA",Blue,0,Middleweight,Male,Maki Pitolo,Darren Stewart,29.0,29.0,325,2020
Jason Herzog,2020-08-08,"Las Vegas, Nevada, USA",Blue,0,Middleweight,Male,Omari Akhmedov,Chris Weidman,32.0,36.0,326,2020
Mark Smith,2020-08-08,"Las Vegas, Nevada, USA",Red,0,Featherweight,Male,Youssef Zalal,Peter Barrett,23.0,33.0,327,2020
Chris Tognoni,2020-08-08,"Las Vegas, Nevada, USA",Red,0,Bantamweight,Male,Irwin Rivera,Ali AlQaisi,31.0,29.0,328,2020
Jason Herzog,2020-08-08,"Las Vegas, Nevada, USA",Red,0,Error,Male,Gavin Tucker,Justin Jaynes,34.0,30.0,329,2020
Herb Dean,2020-08-08,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Andrew Sanchez,Wellington Turman,32.0,24.0,330,2020
Jason Herzog,2020-08-01,"Las Vegas, Nevada, USA",Blue,0,Flyweight,Women,Joanne Calderwood,Jennifer Maia,34.0,31.0,331,2020
Mark Smith,2020-08-01,"Las Vegas, Nevada, USA",Blue,0,Peso_Pactado,Male,Johnny Munoz,Nate Maness,27.0,29.0,332,2020
Chris Tognoni,2020-08-01,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,Male,Frankie Saenz,Jonathan Martinez,39.0,26.0,333,2020
Jason Herzog,2020-08-01,"Las Vegas, Nevada, USA",Red,0,Featherweight,Male,Jamall Emmers,Vince Cachero,31.0,30.0,334,2020
Mark Smith,2020-08-01,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Vicente Luque,Randy Brown,28.0,30.0,335,2020
Herb Dean,2020-08-01,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Derek Brunson,Edmen Shahbazyan,36.0,22.0,336,2020
Chris Tognoni,2020-08-01,"Las Vegas, Nevada, USA",Draw,0,Peso_Pactado,Male,Chris Gutierrez,Cody Durden,29.0,29.0,337,2020
Herb Dean,2020-08-01,"Las Vegas, Nevada, USA",Blue,0,Lightweight,Male,Lando Vannata,Bobby Green,28.0,33.0,338,2020
Daniel Movahedi,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Welterweight,Male,Alex Oliveira,Peter Sobotta,32.0,33.0,339,2020
Herb Dean,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Middleweight,Male,Robert Whittaker,Darren Till,29.0,27.0,340,2020
Marc Goddard,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Light heavyweight,Male,Mauricio Rua,Rogerio Nogueira,38.0,44.0,341,2020
Herb Dean,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Lightweight,Male,Francisco Trinaldo,Jai Herbert,41.0,32.0,342,2020
Rich Mitchell,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Strawweight,Women,Carla Esparza,Marina Rodriguez,32.0,33.0,343,2020
Rich Mitchell,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Welterweight,Male,Khamzat Chimaev,Rhys McKee,26.0,24.0,344,2020
Marc Goddard,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Light heavyweight,Male,Paul Craig,Gadzhimurad Antigulov,32.0,33.0,345,2020
No especificado,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Peso_Pactado,Male,Fabricio Werdum,Alexander Gustafsson,42.0,33.0,346,2020
Daniel Movahedi,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Peso_Pactado,Male,Tom Aspinall,Jake Collier,27.0,31.0,347,2020
Marc Goddard,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Draw,0,Welterweight,Male,Nicolas Dalby,Jesse Ronson,35.0,34.0,348,2020
Herb Dean,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Error,Male,Tanner Boser,Raphael Pessoa,28.0,31.0,349,2020
Marc Goddard,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Featherweight,Male,Movsar Evloev,Mike Grundy,26.0,33.0,350,2020
Daniel Movahedi,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Welterweight,Male,Ramazan Emeev,Niklas Stolze,33.0,27.0,351,2020
Rich Mitchell,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Bantamweight,Women,Bethe Correia,Pannie Kianzad,37.0,28.0,352,2020
Marc Goddard,2020-07-25,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Error,Male,Nathaniel Wood,John Castaneda,27.0,28.0,353,2020
Marc Goddard,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Lightweight,Male,Joe Duffy,Joel Alvarez,32.0,26.0,354,2020
Herb Dean,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Middleweight,Male,Jack Hermansson,Kelvin Gastelum,32.0,28.0,355,2020
Rich Mitchell,2020-07-18,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Lightweight,Male,Marc Diakiese,Rafael Fiziev,27.0,27.0,356,2020
